from_en,to_en,km
Jazan,Bisha,450.4
Jazan,Muhayil,244.1
Jazan,Tathlith,432.1
Jazan,Sarat Abidah,245.2
Jazan,Ahad Rafidah,239.3
Jazan,Rijal Almaa,202.1
Jazan,Dhahran Al-Janub,227.9
Jazan,Balqarn,445.1
Jazan,Tabuk,1700.6
Jazan,Al-Wajh,1361.1
Jazan,Duba,1508.6
Jazan,Tayma,1536.3
Jazan,Haqal,1783.3
Jazan,Umluj,1190.7
Jazan,NEOM,1610.4
Jazan,Hail,1544.1
Jazan,Baqaa,1587.3
Jazan,Al-Ghazalah,1490.4
Jazan,Al-Shinan,1608.3
Jazan,Al-Sulaimi,1487.2
Jazan,Arar,2080.4
Jazan,Rafha,1909.9
Jazan,Turaif,2320.6
Jazan,Al-Awaiqilah,2090.4
Jazan,Sabya,37.4
Jazan,Abu Arish,32.4
Jazan,Samtah,63.4
Jazan,Bish,65.4
Jazan,Damad,32
Jazan,Farasan,61.3
Jazan,Al-Aridah,76.7
Jazan,Najran,323.9
Jazan,Sharurah,664.5
Jazan,Hubuna,372.7
Jazan,Khubash,342.9
Jazan,Yadamah,613.6
Jazan,Al Bahah,502.4
Jazan,Baljurashi,488.7
Jazan,Al-Mandaq,546.6
Jazan,Al-Aqiq,544
Jazan,Al-Mikhwah,453.8
Jazan,Qilwah,434.9
Jazan,Al Qurayyat,2195.6
Jazan,Sakaka,1927
Jazan,Domat Al-Jandal,1895.1
Jazan,Tabarjal,2070.2
Jazan,Diriyah,1142.9
Jazan,Al-Muzahmiyya,1087.4
Jazan,Al-Hariq,1112.8
Jazan,Marat,1181
Jazan,Huraymila,1214.6
Jazan,Thadig,1208.5
Jazan,Al-Ghat,1380.4
Jazan,Dhurma,1090.1
Jazan,Al-Rayn,956.9
Jazan,Rimah,1264.3
Jazan,Bahrah,708.1
Jazan,Al-Kamil,848.3
Jazan,Al-Muwayh,866.2
Jazan,Adam,629.5
Jazan,Wadi Al-Faraa,1023.7
Jazan,Al-Badai,1604.8
Jazan,Al-Nabhaniyah,1629.2
Jazan,Uyun Al-Jiwa,1635.7
Jazan,Dhariyah,1427.7
Jazan,Uqlat Al-Suqur,1444.2
Jazan,Al-Shimasiyah,1598
Jazan,Qaryat Al-Ulya,1517.4
Jazan,Al-Majaridah,320
Jazan,Al-Namas,352.7
Jazan,Tanomah,318.8
Jazan,Al-Birk,226.1
Jazan,Bariq,293.7
Jazan,Al-Bid,1674.2
Jazan,Al-Shamli,1551.9
Jazan,Sumairah,1488.4
Jazan,Mawqaq,1550.5
Jazan,Al-Hait,1361.7
Jazan,Ahad Al-Masarihah,50.4
Jazan,Al-Darb,117
Jazan,Fayfa,100.6
Jazan,Al-Eidabi,95.1
Jazan,Al-Dayer,117.4
Jazan,Thar,231.8
Jazan,Badr Al-Janub,408.3
Jazan,Al-Qura,501.1
Sabya,Riyadh,1107.2
Sabya,Al-Kharj,1150.7
Sabya,Al-Aflaj,897.7
Sabya,Al Majmaah,1298.2
Sabya,Al Duwadimi,1114.8
Sabya,Afif,1039.8
Sabya,Wadi Al-Dawasir,571.4
Sabya,Al-Zilfi,1376.5
Sabya,Shaqra,1180.6
Sabya,Al-Quwaiiyah,1010.4
Sabya,Hotat Bani Tamim,1042.3
Sabya,Al-Sulayyil,654.9
Sabya,Sajir,1212.1
Sabya,Al-Dilam,1126.2
Sabya,Jeddah,684.8
Sabya,Makkah,679.5
Sabya,Taif,688.3
Sabya,Al Qunfudhah,322
Sabya,Rabigh,836.8
Sabya,Al-Lith,482.8
Sabya,Khulais,768.9
Sabya,Al-Jamoum,700.3
Sabya,Al-Khurma,726.9
Sabya,Ranyah,590.2
Sabya,Turabah,674.9
Sabya,Madinah,1089.3
Sabya,Yanbu,1013
Sabya,Al-Ula,1358.8
Sabya,Al-Mahd,980.7
Sabya,Khaybar,1252.7
Sabya,Badr,951.6
Sabya,Al-Hinakiyah,1203.3
Sabya,Buridah,1451.1
Sabya,Onizah,1454
Sabya,Al-Rass,1294.8
Sabya,Al-Mithnab,1295.1
Sabya,Al-Bukayriyah,1538.3
Sabya,Al-Asyah,1500.9
Sabya,Riyadh Al-Khabra,1504.1
Sabya,Dammam,1508.9
Sabya,Khobar,1527.6
Sabya,Al-Ahsa,1430
Sabya,Hafar Al-Batin,1604.6
Sabya,Khafji,1700.9
Sabya,Al-Jubail,1561.3
Sabya,Qatif,1530.8
Sabya,Al-Mubarraz,1433.6
Sabya,Abqaiq,1472.6
Sabya,Al-Nairyah,1571.1
Sabya,Qaisumah,1611.3
Sabya,Ras Tanura,1564.2
Sabya,Abha,168
Sabya,Khamis Mushait,193
Sabya,Bisha,418.6
Sabya,Muhayil,212.3
Sabya,Tathlith,400.3
Sabya,Sarat Abidah,213.4
Sabya,Ahad Rafidah,207.5
Sabya,Rijal Almaa,170.3
Sabya,Dhahran Al-Janub,196.1
Sabya,Balqarn,413.3
Sabya,Tabuk,1669.3
Sabya,Al-Wajh,1329.8
Sabya,Duba,1477.3
Sabya,Tayma,1505.1
Sabya,Haqal,1752
Sabya,Umluj,1159.4
Sabya,NEOM,1579.1
Sabya,Hail,1512.8
Sabya,Baqaa,1556
Sabya,Al-Ghazalah,1459.1
Sabya,Al-Shinan,1577
Sabya,Al-Sulaimi,1456
Sabya,Arar,2049.2
Sabya,Rafha,1878.1
Sabya,Turaif,2289.4
Sabya,Al-Awaiqilah,2058.6
Sabya,Jazan,37.7
Sabya,Abu Arish,34.1
Sabya,Samtah,82
Sabya,Bish,33.5
Sabya,Damad,16.4
Sabya,Farasan,95.7
Sabya,Al-Aridah,79.2
Sabya,Najran,292
Sabya,Sharurah,632.7
Sabya,Hubuna,340.8
Sabya,Khubash,311.1
Sabya,Yadamah,581.7
Sabya,Al Bahah,471.1
Sabya,Baljurashi,457.5
Sabya,Al-Mandaq,515.3
Sabya,Al-Aqiq,512.7
Sabya,Al-Mikhwah,422.6
Sabya,Qilwah,403.6
Sabya,Al Qurayyat,2164.4
Sabya,Sakaka,1895.7
Sabya,Domat Al-Jandal,1863.9
Sabya,Tabarjal,2039
Sabya,Diriyah,1111.1
Sabya,Al-Muzahmiyya,1055.6
Sabya,Al-Hariq,1080.9
Sabya,Marat,1149.2
Sabya,Huraymila,1182.7
Sabya,Thadig,1176.7
Sabya,Al-Ghat,1348.6
Sabya,Dhurma,1058.3
Sabya,Al-Rayn,925
Sabya,Rimah,1232.5
Sabya,Bahrah,676.9
Sabya,Al-Kamil,817.1
Sabya,Al-Muwayh,834.3
Sabya,Adam,598.2
Sabya,Wadi Al-Faraa,992.4
Sabya,Al-Badai,1464.4
Sabya,Al-Nabhaniyah,1598
Sabya,Uyun Al-Jiwa,1489
Sabya,Dhariyah,1396.4
Sabya,Uqlat Al-Suqur,1413
Sabya,Al-Shimasiyah,1566.7
Sabya,Qaryat Al-Ulya,1485.6
Sabya,Al-Majaridah,288.1
Sabya,Al-Namas,320.9
Sabya,Tanomah,286.9
Sabya,Al-Birk,194.8
Sabya,Bariq,261.9
Sabya,Al-Bid,1643
Sabya,Al-Shamli,1520.6
Sabya,Sumairah,1457.2
Sabya,Mawqaq,1519.3
Sabya,Al-Hait,1330.5
Sabya,Ahad Al-Masarihah,68.9
Sabya,Al-Darb,85.2
Sabya,Fayfa,64.5
Sabya,Al-Eidabi,58.9
Sabya,Al-Dayer,81.3
Sabya,Thar,200
Sabya,Badr Al-Janub,376.5
Sabya,Al-Qura,477.9
Abu Arish,Riyadh,1137.5
Abu Arish,Al-Kharj,1181.1
Abu Arish,Al-Aflaj,928
Abu Arish,Al Majmaah,1328.5
Abu Arish,Al Duwadimi,1145.1
Abu Arish,Afif,1070.2
Abu Arish,Wadi Al-Dawasir,601.7
Abu Arish,Al-Zilfi,1406.8
Abu Arish,Shaqra,1211
Abu Arish,Al-Quwaiiyah,1040.7
Abu Arish,Hotat Bani Tamim,1072.7
Abu Arish,Al-Sulayyil,685.3
Abu Arish,Sajir,1242.4
Abu Arish,Al-Dilam,1156.5
Abu Arish,Jeddah,715.1
Abu Arish,Makkah,709.8
Abu Arish,Taif,718.6
Abu Arish,Al Qunfudhah,352.3
Abu Arish,Rabigh,867.1
Abu Arish,Al-Lith,513.1
Abu Arish,Khulais,799.2
Abu Arish,Al-Jamoum,730.7
Abu Arish,Al-Khurma,757.2
Abu Arish,Ranyah,620.6
Abu Arish,Turabah,705.2
Abu Arish,Madinah,1119.7
Abu Arish,Yanbu,1043.3
Abu Arish,Al-Ula,1389.2
Abu Arish,Al-Mahd,1011.1
Abu Arish,Khaybar,1283.1
Abu Arish,Badr,982
Abu Arish,Al-Hinakiyah,1233.7
Abu Arish,Buridah,1481.4
Abu Arish,Onizah,1484.3
Abu Arish,Al-Rass,1325.2
Abu Arish,Al-Mithnab,1325.4
Abu Arish,Al-Bukayriyah,1568.6
Abu Arish,Al-Asyah,1531.2
Abu Arish,Riyadh Al-Khabra,1534.4
Abu Arish,Dammam,1539.2
Abu Arish,Khobar,1558
Abu Arish,Al-Ahsa,1460.3
Abu Arish,Hafar Al-Batin,1635
Abu Arish,Khafji,1731.2
Abu Arish,Al-Jubail,1591.7
Abu Arish,Qatif,1561.1
Abu Arish,Al-Mubarraz,1463.9
Abu Arish,Abqaiq,1502.9
Abu Arish,Al-Nairyah,1601.5
Abu Arish,Qaisumah,1641.7
Abu Arish,Ras Tanura,1594.5
Abu Arish,Abha,198.4
Abu Arish,Khamis Mushait,223.4
Abu Arish,Bisha,448.9
Abu Arish,Muhayil,242.6
Abu Arish,Tathlith,430.6
Abu Arish,Sarat Abidah,243.7
Abu Arish,Ahad Rafidah,237.8
Abu Arish,Rijal Almaa,200.6
Abu Arish,Dhahran Al-Janub,202
Abu Arish,Balqarn,443.6
Abu Arish,Tabuk,1699.7
Abu Arish,Al-Wajh,1360.2
Abu Arish,Duba,1507.6
Abu Arish,Tayma,1535.4
Abu Arish,Haqal,1782.3
Abu Arish,Umluj,1189.8
Abu Arish,NEOM,1609.5
Abu Arish,Hail,1543.1
Abu Arish,Baqaa,1586.3
Abu Arish,Al-Ghazalah,1489.5
Abu Arish,Al-Shinan,1607.4
Abu Arish,Al-Sulaimi,1486.3
Abu Arish,Arar,2079.5
Abu Arish,Rafha,1908.4
Abu Arish,Turaif,2319.7
Abu Arish,Al-Awaiqilah,2088.9
Abu Arish,Jazan,33.7
Abu Arish,Sabya,35.9
Abu Arish,Samtah,48.1
Abu Arish,Bish,63.8
Abu Arish,Damad,36.6
Abu Arish,Farasan,93.9
Abu Arish,Al-Aridah,45.4
Abu Arish,Najran,297.9
Abu Arish,Sharurah,638.6
Abu Arish,Hubuna,346.7
Abu Arish,Khubash,317
Abu Arish,Yadamah,587.6
Abu Arish,Al Bahah,501.4
Abu Arish,Baljurashi,487.8
Abu Arish,Al-Mandaq,545.6
Abu Arish,Al-Aqiq,543.1
Abu Arish,Al-Mikhwah,452.9
Abu Arish,Qilwah,433.9
Abu Arish,Al Qurayyat,2194.7
Abu Arish,Sakaka,1926
Abu Arish,Domat Al-Jandal,1894.2
Abu Arish,Tabarjal,2069.3
Abu Arish,Diriyah,1141.4
Abu Arish,Al-Muzahmiyya,1085.9
Abu Arish,Al-Hariq,1111.3
Abu Arish,Marat,1179.5
Abu Arish,Huraymila,1213.1
Abu Arish,Thadig,1207
Abu Arish,Al-Ghat,1378.9
Abu Arish,Dhurma,1088.6
Abu Arish,Al-Rayn,955.4
Abu Arish,Rimah,1262.8
Abu Arish,Bahrah,707.2
Abu Arish,Al-Kamil,847.4
Abu Arish,Al-Muwayh,864.7
Abu Arish,Adam,628.6
Abu Arish,Wadi Al-Faraa,1022.8
Abu Arish,Al-Badai,1494.7
Abu Arish,Al-Nabhaniyah,1628.3
Abu Arish,Uyun Al-Jiwa,1519.3
Abu Arish,Dhariyah,1426.7
Abu Arish,Uqlat Al-Suqur,1443.3
Abu Arish,Al-Shimasiyah,1597.1
Abu Arish,Qaryat Al-Ulya,1515.9
Abu Arish,Al-Majaridah,318.5
Abu Arish,Al-Namas,351.2
Abu Arish,Tanomah,317.3
Abu Arish,Al-Birk,225.2
Abu Arish,Bariq,292.2
Abu Arish,Al-Bid,1673.3
Abu Arish,Al-Shamli,1551
Abu Arish,Sumairah,1487.5
Abu Arish,Mawqaq,1549.6
Abu Arish,Al-Hait,1360.8
Abu Arish,Ahad Al-Masarihah,35
Abu Arish,Al-Darb,115.5
Abu Arish,Fayfa,69.3
Abu Arish,Al-Eidabi,63.8
Abu Arish,Al-Dayer,86.1
Abu Arish,Thar,205.9
Abu Arish,Badr Al-Janub,382.4
Abu Arish,Al-Qura,508.2
Samtah,Riyadh,1183.8
Samtah,Al-Kharj,1227.4
Samtah,Al-Aflaj,974.3
Samtah,Al Majmaah,1374.8
Samtah,Al Duwadimi,1191.4
Samtah,Afif,1116.5
Samtah,Wadi Al-Dawasir,648
Samtah,Al-Zilfi,1453.1
Samtah,Shaqra,1257.3
Samtah,Al-Quwaiiyah,1087
Samtah,Hotat Bani Tamim,1119
Samtah,Al-Sulayyil,731.6
Samtah,Sajir,1288.7
Samtah,Al-Dilam,1202.8
Samtah,Jeddah,760.7
Samtah,Makkah,755.4
Samtah,Taif,764.2
Samtah,Al Qunfudhah,397.9
Samtah,Rabigh,912.7
Samtah,Al-Lith,558.7
Samtah,Khulais,844.8
Samtah,Al-Jamoum,776.2
Samtah,Al-Khurma,803.5
Samtah,Ranyah,666.9
Samtah,Turabah,750.8
Samtah,Madinah,1165.2
Samtah,Yanbu,1088.9
Samtah,Al-Ula,1434.7
Samtah,Al-Mahd,1057.4
Samtah,Khaybar,1328.6
Samtah,Badr,1027.5
Samtah,Al-Hinakiyah,1279.3
Samtah,Buridah,1527.7
Samtah,Onizah,1530.6
Samtah,Al-Rass,1371.5
Samtah,Al-Mithnab,1371.8
Samtah,Al-Bukayriyah,1614.2
Samtah,Al-Asyah,1692.2
Samtah,Riyadh Al-Khabra,1695.4
Samtah,Dammam,1585.6
Samtah,Khobar,1604.3
Samtah,Al-Ahsa,1506.6
Samtah,Hafar Al-Batin,1681.3
Samtah,Khafji,1777.5
Samtah,Al-Jubail,1638
Samtah,Qatif,1607.4
Samtah,Al-Mubarraz,1510.2
Samtah,Abqaiq,1549.2
Samtah,Al-Nairyah,1647.8
Samtah,Qaisumah,1688
Samtah,Ras Tanura,1640.8
Samtah,Abha,244.7
Samtah,Khamis Mushait,269.7
Samtah,Bisha,495.2
Samtah,Muhayil,288.9
Samtah,Tathlith,476.9
Samtah,Sarat Abidah,290
Samtah,Ahad Rafidah,284.1
Samtah,Rijal Almaa,246.9
Samtah,Dhahran Al-Janub,245.2
Samtah,Balqarn,489.9
Samtah,Tabuk,1745.2
Samtah,Al-Wajh,1405.7
Samtah,Duba,1553.2
Samtah,Tayma,1581
Samtah,Haqal,1827.9
Samtah,Umluj,1235.3
Samtah,NEOM,1655
Samtah,Hail,1588.7
Samtah,Baqaa,1631.9
Samtah,Al-Ghazalah,1535
Samtah,Al-Shinan,1652.9
Samtah,Al-Sulaimi,1531.9
Samtah,Arar,2125.1
Samtah,Rafha,1954.7
Samtah,Turaif,2365.3
Samtah,Al-Awaiqilah,2135.2
Samtah,Jazan,64.3
Samtah,Sabya,82.2
Samtah,Abu Arish,48.8
Samtah,Bish,110.2
Samtah,Damad,70.1
Samtah,Farasan,124.5
Samtah,Al-Aridah,52.9
Samtah,Najran,341.2
Samtah,Sharurah,681.8
Samtah,Hubuna,390
Samtah,Khubash,360.3
Samtah,Yadamah,630.9
Samtah,Al Bahah,547
Samtah,Baljurashi,533.4
Samtah,Al-Mandaq,591.2
Samtah,Al-Aqiq,588.7
Samtah,Al-Mikhwah,498.5
Samtah,Qilwah,479.5
Samtah,Al Qurayyat,2240.3
Samtah,Sakaka,1971.6
Samtah,Domat Al-Jandal,1939.8
Samtah,Tabarjal,2114.9
Samtah,Diriyah,1187.7
Samtah,Al-Muzahmiyya,1132.2
Samtah,Al-Hariq,1157.6
Samtah,Marat,1225.8
Samtah,Huraymila,1259.4
Samtah,Thadig,1253.3
Samtah,Al-Ghat,1425.2
Samtah,Dhurma,1134.9
Samtah,Al-Rayn,1001.7
Samtah,Rimah,1309.1
Samtah,Bahrah,752.8
Samtah,Al-Kamil,893
Samtah,Al-Muwayh,911
Samtah,Adam,674.1
Samtah,Wadi Al-Faraa,1068.3
Samtah,Al-Badai,1649.4
Samtah,Al-Nabhaniyah,1673.9
Samtah,Uyun Al-Jiwa,1680.4
Samtah,Dhariyah,1472.3
Samtah,Uqlat Al-Suqur,1488.9
Samtah,Al-Shimasiyah,1642.6
Samtah,Qaryat Al-Ulya,1562.2
Samtah,Al-Majaridah,364.8
Samtah,Al-Namas,397.5
Samtah,Tanomah,363.6
Samtah,Al-Birk,270.7
Samtah,Bariq,338.5
Samtah,Al-Bid,1718.9
Samtah,Al-Shamli,1596.5
Samtah,Sumairah,1533.1
Samtah,Mawqaq,1595.2
Samtah,Al-Hait,1406.4
Samtah,Ahad Al-Masarihah,16.8
Samtah,Al-Darb,161.8
Samtah,Fayfa,112.6
Samtah,Al-Eidabi,107.1
Samtah,Al-Dayer,129.4
Samtah,Thar,249.2
Samtah,Badr Al-Janub,425.6
Samtah,Al-Qura,545.7
Bish,Riyadh,1077.3
Bish,Al-Kharj,1120.9
Bish,Al-Aflaj,867.8
Bish,Al Majmaah,1268.3
Bish,Al Duwadimi,1084.9
Bish,Afif,1010
Bish,Wadi Al-Dawasir,541.5
Bish,Al-Zilfi,1346.6
Bish,Shaqra,1150.8
Bish,Al-Quwaiiyah,980.5
Bish,Hotat Bani Tamim,1012.5
Bish,Al-Sulayyil,625.1
Bish,Sajir,1182.2
Bish,Al-Dilam,1096.3
Bish,Jeddah,654.9
Bish,Makkah,649.6
Bish,Taif,658.4
Bish,Al Qunfudhah,292.1
Bish,Rabigh,806.9
Bish,Al-Lith,452.9
Bish,Khulais,739
Bish,Al-Jamoum,670.5
Bish,Al-Khurma,697
Bish,Ranyah,560.4
Bish,Turabah,645
Bish,Madinah,1059.5
Bish,Yanbu,983.1
Bish,Al-Ula,1328.9
Bish,Al-Mahd,950.9
Bish,Khaybar,1222.9
Bish,Badr,921.8
Bish,Al-Hinakiyah,1173.5
Bish,Buridah,1421.2
Bish,Onizah,1424.1
Bish,Al-Rass,1264.9
Bish,Al-Mithnab,1265.2
Bish,Al-Bukayriyah,1508.4
Bish,Al-Asyah,1471
Bish,Riyadh Al-Khabra,1474.2
Bish,Dammam,1479
Bish,Khobar,1497.7
Bish,Al-Ahsa,1400.1
Bish,Hafar Al-Batin,1574.8
Bish,Khafji,1671
Bish,Al-Jubail,1531.5
Bish,Qatif,1500.9
Bish,Al-Mubarraz,1403.7
Bish,Abqaiq,1442.7
Bish,Al-Nairyah,1541.3
Bish,Qaisumah,1581.5
Bish,Ras Tanura,1534.3
Bish,Abha,138.2
Bish,Khamis Mushait,163.1
Bish,Bisha,388.7
Bish,Muhayil,182.4
Bish,Tathlith,370.4
Bish,Sarat Abidah,183.5
Bish,Ahad Rafidah,177.6
Bish,Rijal Almaa,140.4
Bish,Dhahran Al-Janub,172.7
Bish,Balqarn,383.4
Bish,Tabuk,1639.5
Bish,Al-Wajh,1299.9
Bish,Duba,1447.4
Bish,Tayma,1475.2
Bish,Haqal,1722.1
Bish,Umluj,1129.6
Bish,NEOM,1549.3
Bish,Hail,1482.9
Bish,Baqaa,1526.1
Bish,Al-Ghazalah,1429.2
Bish,Al-Shinan,1547.2
Bish,Al-Sulaimi,1426.1
Bish,Arar,2019.3
Bish,Rafha,1848.2
Bish,Turaif,2259.5
Bish,Al-Awaiqilah,2028.7
Bish,Jazan,65
Bish,Sabya,31.8
Bish,Abu Arish,61.5
Bish,Samtah,109.3
Bish,Damad,43.7
Bish,Farasan,123
Bish,Al-Aridah,106.6
Bish,Najran,268.7
Bish,Sharurah,609.3
Bish,Hubuna,317.4
Bish,Khubash,287.7
Bish,Yadamah,558.3
Bish,Al Bahah,441.2
Bish,Baljurashi,427.6
Bish,Al-Mandaq,485.4
Bish,Al-Aqiq,482.9
Bish,Al-Mikhwah,392.7
Bish,Qilwah,373.7
Bish,Al Qurayyat,2134.5
Bish,Sakaka,1865.8
Bish,Domat Al-Jandal,1834
Bish,Tabarjal,2009.1
Bish,Diriyah,1081.2
Bish,Al-Muzahmiyya,1025.7
Bish,Al-Hariq,1051.1
Bish,Marat,1119.3
Bish,Huraymila,1152.8
Bish,Thadig,1146.8
Bish,Al-Ghat,1318.7
Bish,Dhurma,1028.4
Bish,Al-Rayn,895.1
Bish,Rimah,1202.6
Bish,Bahrah,647
Bish,Al-Kamil,787.2
Bish,Al-Muwayh,804.5
Bish,Adam,568.4
Bish,Wadi Al-Faraa,962.6
Bish,Al-Badai,1434.5
Bish,Al-Nabhaniyah,1568.1
Bish,Uyun Al-Jiwa,1459.1
Bish,Dhariyah,1366.5
Bish,Uqlat Al-Suqur,1383.1
Bish,Al-Shimasiyah,1536.9
Bish,Qaryat Al-Ulya,1455.7
Bish,Al-Majaridah,258.3
Bish,Al-Namas,291
Bish,Tanomah,257.1
Bish,Al-Birk,165
Bish,Bariq,232
Bish,Al-Bid,1613.1
Bish,Al-Shamli,1490.8
Bish,Sumairah,1427.3
Bish,Mawqaq,1489.4
Bish,Al-Hait,1300.6
Bish,Ahad Al-Masarihah,96.2
Bish,Al-Darb,55.3
Bish,Fayfa,90.1
Bish,Al-Eidabi,84.5
Bish,Al-Dayer,106.9
Bish,Thar,176.6
Bish,Badr Al-Janub,353.1
Bish,Al-Qura,448
Damad,Riyadh,1116.5
Damad,Al-Kharj,1160.1
Damad,Al-Aflaj,907
Damad,Al Majmaah,1307.5
Damad,Al Duwadimi,1124.1
Damad,Afif,1049.2
Damad,Wadi Al-Dawasir,580.7
Damad,Al-Zilfi,1385.8
Damad,Shaqra,1190
Damad,Al-Quwaiiyah,1019.7
Damad,Hotat Bani Tamim,1051.7
Damad,Al-Sulayyil,664.3
Damad,Sajir,1221.4
Damad,Al-Dilam,1135.5
Damad,Jeddah,700.6
Damad,Makkah,695.3
Damad,Taif,704.1
Damad,Al Qunfudhah,337.8
Damad,Rabigh,852.6
Damad,Al-Lith,498.6
Damad,Khulais,784.7
Damad,Al-Jamoum,716.2
Damad,Al-Khurma,736.2
Damad,Ranyah,599.6
Damad,Turabah,690.7
Damad,Madinah,1105.1
Damad,Yanbu,1028.8
Damad,Al-Ula,1374.6
Damad,Al-Mahd,990.1
Damad,Khaybar,1268.6
Damad,Badr,967.5
Damad,Al-Hinakiyah,1219.2
Damad,Buridah,1460.4
Damad,Onizah,1463.3
Damad,Al-Rass,1304.2
Damad,Al-Mithnab,1304.5
Damad,Al-Bukayriyah,1554.1
Damad,Al-Asyah,1632.1
Damad,Riyadh Al-Khabra,1635.4
Damad,Dammam,1518.3
Damad,Khobar,1537
Damad,Al-Ahsa,1439.3
Damad,Hafar Al-Batin,1614
Damad,Khafji,1710.2
Damad,Al-Jubail,1570.7
Damad,Qatif,1540.1
Damad,Al-Mubarraz,1442.9
Damad,Abqaiq,1481.9
Damad,Al-Nairyah,1580.5
Damad,Qaisumah,1620.7
Damad,Ras Tanura,1573.5
Damad,Abha,177.4
Damad,Khamis Mushait,202.4
Damad,Bisha,427.9
Damad,Muhayil,221.6
Damad,Tathlith,409.6
Damad,Sarat Abidah,222.7
Damad,Ahad Rafidah,216.8
Damad,Rijal Almaa,179.6
Damad,Dhahran Al-Janub,205.4
Damad,Balqarn,422.6
Damad,Tabuk,1685.2
Damad,Al-Wajh,1345.6
Damad,Duba,1493.1
Damad,Tayma,1520.9
Damad,Haqal,1767.8
Damad,Umluj,1175.3
Damad,NEOM,1595
Damad,Hail,1528.6
Damad,Baqaa,1571.8
Damad,Al-Ghazalah,1474.9
Damad,Al-Shinan,1592.9
Damad,Al-Sulaimi,1471.8
Damad,Arar,2065
Damad,Rafha,1887.4
Damad,Turaif,2305.2
Damad,Al-Awaiqilah,2067.9
Damad,Jazan,34.8
Damad,Sabya,14.9
Damad,Abu Arish,34
Damad,Samtah,81.8
Damad,Bish,42.9
Damad,Farasan,92.7
Damad,Al-Aridah,79.1
Damad,Najran,301.4
Damad,Sharurah,642
Damad,Hubuna,350.2
Damad,Khubash,320.4
Damad,Yadamah,591.1
Damad,Al Bahah,486.9
Damad,Baljurashi,473.3
Damad,Al-Mandaq,531.1
Damad,Al-Aqiq,528.6
Damad,Al-Mikhwah,438.4
Damad,Qilwah,419.4
Damad,Al Qurayyat,2180.2
Damad,Sakaka,1911.5
Damad,Domat Al-Jandal,1879.7
Damad,Tabarjal,2054.8
Damad,Diriyah,1120.4
Damad,Al-Muzahmiyya,1064.9
Damad,Al-Hariq,1090.3
Damad,Marat,1158.5
Damad,Huraymila,1192.1
Damad,Thadig,1186
Damad,Al-Ghat,1357.9
Damad,Dhurma,1067.6
Damad,Al-Rayn,934.4
Damad,Rimah,1241.8
Damad,Bahrah,692.7
Damad,Al-Kamil,832.9
Damad,Al-Muwayh,843.7
Damad,Adam,614.1
Damad,Wadi Al-Faraa,1008.3
Damad,Al-Badai,1589.4
Damad,Al-Nabhaniyah,1613.8
Damad,Uyun Al-Jiwa,1620.3
Damad,Dhariyah,1412.2
Damad,Uqlat Al-Suqur,1428.8
Damad,Al-Shimasiyah,1582.6
Damad,Qaryat Al-Ulya,1494.9
Damad,Al-Majaridah,297.5
Damad,Al-Namas,330.2
Damad,Tanomah,296.3
Damad,Al-Birk,210.7
Damad,Bariq,271.2
Damad,Al-Bid,1658.8
Damad,Al-Shamli,1536.5
Damad,Sumairah,1473
Damad,Mawqaq,1535.1
Damad,Al-Hait,1346.3
Damad,Ahad Al-Masarihah,68.7
Damad,Al-Darb,94.5
Damad,Fayfa,75.1
Damad,Al-Eidabi,69.6
Damad,Al-Dayer,91.9
Damad,Thar,209.3
Damad,Badr Al-Janub,385.8
Damad,Al-Qura,485.6
Farasan,Riyadh,1200.5
Farasan,Al-Kharj,1244.1
Farasan,Al-Aflaj,991
Farasan,Al Majmaah,1391.5
Farasan,Al Duwadimi,1208.1
Farasan,Afif,1133.2
Farasan,Wadi Al-Dawasir,664.7
Farasan,Al-Zilfi,1469.8
Farasan,Shaqra,1274
Farasan,Al-Quwaiiyah,1103.7
Farasan,Hotat Bani Tamim,1135.7
Farasan,Al-Sulayyil,748.3
Farasan,Sajir,1305.4
Farasan,Al-Dilam,1219.5
Farasan,Jeddah,777.5
Farasan,Makkah,772.2
Farasan,Taif,781.1
Farasan,Al Qunfudhah,414.7
Farasan,Rabigh,929.6
Farasan,Al-Lith,575.5
Farasan,Khulais,861.6
Farasan,Al-Jamoum,793.1
Farasan,Al-Khurma,820.2
Farasan,Ranyah,683.6
Farasan,Turabah,767.6
Farasan,Madinah,1182.1
Farasan,Yanbu,1105.7
Farasan,Al-Ula,1451.6
Farasan,Al-Mahd,1137.3
Farasan,Khaybar,1345.5
Farasan,Badr,1044.4
Farasan,Al-Hinakiyah,1296.1
Farasan,Buridah,1544.4
Farasan,Onizah,1547.3
Farasan,Al-Rass,1388.1
Farasan,Al-Mithnab,1388.4
Farasan,Al-Bukayriyah,1631
Farasan,Al-Asyah,1709.1
Farasan,Riyadh Al-Khabra,1712.3
Farasan,Dammam,1602.2
Farasan,Khobar,1620.9
Farasan,Al-Ahsa,1523.3
Farasan,Hafar Al-Batin,1697.9
Farasan,Khafji,1794.2
Farasan,Al-Jubail,1654.7
Farasan,Qatif,1624.1
Farasan,Al-Mubarraz,1526.9
Farasan,Abqaiq,1565.9
Farasan,Al-Nairyah,1664.5
Farasan,Qaisumah,1704.7
Farasan,Ras Tanura,1657.5
Farasan,Abha,261.4
Farasan,Khamis Mushait,286.3
Farasan,Bisha,511.9
Farasan,Muhayil,305.6
